"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.08,"60-64 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.71,"60-64 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.22,"60-64 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.42,"60-64 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"60-64 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.35,"60-64 years"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",2.12,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",0.88,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",1.24,"65 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",1.24,"65 years & above"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"65 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.05,"65 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.5,"65 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"65 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.22,"65 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.12,"65 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.2,"65 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",2.33,"All ages"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",1.11,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Percentage of Literate Population (5 years & above)",1.22,"5 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",1.22,"5 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"5 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.47,"5 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.12,"5 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.23,"5 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.12,"5 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.23,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",61.59,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Percentage of Literate Population (5 years & above)",38.41,"5 years & above"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.19,"5 years & above"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",38.22,"5 years & above"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",1.28,"5 years & above"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",6.88,"5 years & above"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",11.13,"5 years & above"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",5.59,"5 years & above"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",6.6,"5 years & above"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",4.06,"5 years & above"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",2.68,"5 years & above"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",51.81,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",48.19,"5-9 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.24,"5-9 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",47.95,"5-9 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.18,"5-9 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",4.8,"5-9 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",15.9,"5-9 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",7.99,"5-9 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",9.43,"5-9 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",5.8,"5-9 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",3.84,"5-9 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",100,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",55.3,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",44.7,"10-14 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.22,"10-14 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",44.48,"10-14 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",1.49,"10-14 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",8.01,"10-14 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",12.95,"10-14 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",6.5,"10-14 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",7.68,"10-14 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",4.72,"10-14 years"
"Sindh","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",3.12,"10-14 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",18.58,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",13.11,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",5.47,"15-19 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"15-19 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",5.44,"15-19 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",1.34,"15-19 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",4.1,"15-19 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",14.65,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",5.41,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",9.24,"20-24 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"20-24 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",9.21,"20-24 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",3.4,"20-24 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",5.23,"20-24 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.57,"20-24 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",12.13,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.37,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",7.75,"25-29 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",7.75,"25-29 years"
"Sindh","Urban & Rural","Incomplete Pre-Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Sindh","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.16,"25-29 years"
"Sindh","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",1.97,"25-29 years"
"Sindh","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",2.71,"25-29 years"
"Sindh","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",2.29,"25-29 years"
"Sindh","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.6,"25-29 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",9.97,"30-34 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.64,"30-34 years"
"Sindh","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",5.33,"30-34 years"
"Sindh","Urban & Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"30-34 years"
"Sindh","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",5.31,"30-34 years"
